Time,Light,Avg
18782,802,828
18798,836,833
18814,856,823
18829,757,827
18845,856,829
18860,852,821
18876,767,827
18892,864,827
18907,844,821
18923,781,831
18938,863,828
18954,834,824
18970,797,833
18985,860,827
19001,818,825
19016,813,832
19032,857,821
19048,787,822
19063,830,827
19079,854,817
19094,751,821
19110,851,824
19126,849,816
19141,763,822
19157,864,823
19172,842,817
19188,779,828
19204,863,826
19219,832,821
19235,796,831
19250,860,825
19266,818,823
19282,813,831
19297,858,820
19313,792,821
19328,833,827
19344,855,818
19360,755,822
19375,855,825
19391,851,818
19406,768,824
19422,864,826
19438,846,820
19453,784,831
19469,864,829
19484,838,825
19500,802,835
19516,862,830
19531,827,829
19547,820,837
19562,860,827
19578,806,829
19594,839,835
19609,857,825
19625,759,829
19640,860,832
19656,853,825
19672,772,830
19687,866,831
19703,848,825
19718,787,834
19734,865,832
19750,840,828
19765,802,837
19781,862,831
19796,826,830
19812,817,837
19828,859,827
19843,802,828
19859,836,833
19874,856,823
19890,756,826
19906,856,829
19921,850,821
19937,767,827
19952,864,827
19968,844,821
19984,780,831
19999,863,828
